DOI,year,PDF,node_id
10.1046/j.1365-2958.2000.01838.x,2002,Molecular Microbiology - 2002 - Mojica - Biological significance of a family of regularly spaced repeats in the genomes of.pdf,464
10.1016/j.molp.2023.09.003,2023,Pixley et al. - 2023 - Redesigning crop varieties to win the race between climate change and food security.pdf,465
10.1016/j.ceb.2024.102355,2024,"Dibus et al. - 2024 - Novel tools to study cell-ECM interactions, cell adhesion dynamics and migration.pdf",466
10.15698/mic2018.06.634,2018,"García-Martínez et al. - 2018 - The CRISPR conundrum evolve and maybe die, or survive and risk stagnation.pdf",467
10.1093/jxb/erad493,2023,Koller et al. - 2024 - Pyramiding of transgenic immune receptors from primary and tertiary wheat gene pools improves powder.pdf,468
10.1093/eep/dvae006,2024,Bártová - 2024 - Epigenetic and gene therapy in human and veterinary medicine.pdf,469
10.1016/j.chembiol.2024.05.005,2024,PIIS245194562400206X.pdf,470
10.1016/j.mib.2023.102353,2023,Volke et al. - 2023 - Emergent CRISPR–Cas-based technologies for engineering non-model bacteria.pdf,471
10.1016/j.tim.2024.09.006,2025,Mayo-Muñoz et al. - 2025 - The role of noncoding RNAs in bacterial immunity.pdf,472
10.1292/jvms.17-0220,2017,Kobayashi et al. - 2017 - A novel method of gene transduction to the murine endometrium using in vivo electroporation.pdf,473
10.1002/jcb.30329,2022,Khurana et al. - 2022 - A comprehensive overview of CRISPRCas 9 technology and application thereof in drug discovery.pdf,474
10.1038/532172a,2016,Sherkow - 2016 - CRISPR Pursuit of profit poisons collaboration.pdf,475
10.1270/jsbbs.23045,2024,Ikeda - 2024 - Scarless genome editing technology and its application to crop improvement.pdf,476
10.1002/jcb.26111,2017,Zhang and McCarty - 2017 - CRISPR Editing in Biological and Biomedical Investigation.pdf,477
10.1038/nature17946,2016,Komor et al. - 2016 - Programmable editing of a target base in genomic DNA without double-stranded DNA cleavage.pdf,478
10.1093/nar/gkz487,2019,Chen et al. - 2019 - Massively parallel profiling and predictive modeling of the outcomes of CRISPRCas9-mediated double-.pdf,479
10.1038/s41467-024-45197-z,2024,Li et al. - 2024 - Engineering a transposon-associated TnpB-ωRNA system for efficient gene editing and phenotypic corre.pdf,480
10.3390/biomedicines12061226,2024,Agrawal et al. - 2024 - Optimizing Recombinant Cas9 Expression Insights from E. coli BL21(DE3) Strains for Enhanced Protein.pdf,481
10.3389/fcell.2021.718466,2021,Vicente et al. - 2021 - The Off-Targets of Clustered Regularly Interspaced Short Palindromic Repeats Gene Editing.pdf,482
10.22038/ijbms.2020.50051.11415,2018,IJBMS-24-073.pdf,483
10.1016/j.biotechadv.2024.108382,2024,1-s2.0-S0734975024000764-main.pdf,484
10.1038/s41579-019-0299-x,2019,Makarova et al. - 2020 - Evolutionary classification of CRISPR–Cas systems a burst of class 2 and derived variants.pdf,485
10.1016/j.tplants.2023.11.019,2024,Sojka et al. - 2024 - Gene-edited protein kinases and phosphatases in molecular plant breeding.pdf,486
10.1097/grf.0000000000000327,2017,futuristic_look_at_genetic_and_birth_defect.20.pdf,487
10.1093/nar/gkad890,2023,Adler et al. - 2024 - CasPEDIA Database a functional classification system for class 2 CRISPR-Cas enzymes.pdf,488
10.1038/nature09886,2011,Deltcheva et al. - 2011 - CRISPR RNA maturation by trans-encoded small RNA and host factor RNase III.pdf,489
10.17660/actahortic.2019.1245.2,2019,2_showpdf.pdf,490
10.1525/elementa.2024.00026,2024,Rock et al. - 2024 - The future is only the beginning.pdf,491
10.1007/s42994-024-00147-7,2024,Shen et al. - 2024 - Exploiting viral vectors to deliver genome editing reagents in plants.pdf,492
10.1021/acschembio.7b00777,2017,pawelczak-et-al-2017-modulating-dna-repair-pathways-to-improve-precision-genome-engineering.pdf,493
10.1016/j.celrep.2021.109207,2021,Hamilton et al. - 2021 - Targeted delivery of CRISPR-Cas9 and transgenes enables complex immune cell engineering.pdf,494
10.1007/s11248-019-00181-y,2019,s11248-019-00181-y.pdf,495
10.13604/j.cnki.46-1064/r.2023.10.07,2023,Advances of genetic manipulations in helminth parasites.pdf,496
10.1590/1984-3143-ar2023-0089,2024,10.1590-1984-3143-AR2023-0089.pdf,497
10.1016/j.cell.2015.12.035,2016,Wright et al. - 2016 - Biology and Applications of CRISPR Systems Harnessing Nature’s Toolbox for Genome Engineering.pdf,498
10.1111/j.1365-2958.1993.tb00976.x,2006,Molecular Microbiology - December 1993 - Groenen - Nature of DNA polymorphism in the direct repeat cluster of Mycobacterium.pdf,499
10.1016/j.gene.2024.149075,2025,1-s2.0-S0378111924009569-main.pdf,500
10.1016/j.advms.2023.02.003,2023,1-s2.0-S189611262300007X-main.pdf,501
10.1038/s41587-021-01039-7,2021,Nelson et al. - 2022 - Engineered pegRNAs improve prime editing efficiency.pdf,502
10.1002/ctd2.278,2024,Xie et al. - 2024 - CRISPR‐based gene therapy for wet age‐related macular degeneration in mouse model.pdf,503
10.3390/microorganisms8030329,2020,Toropov et al. - 2020 - Whole-Genome Sequencing of Lactobacillus helveticus D75 and D76 Confirms Safety and Probiotic Potent.pdf,504
10.1021/acssensors.0c01488,2020,Suea-Ngam et al. - 2020 - Enzyme-Assisted Nucleic Acid Detection for Infectious Disease Diagnostics Moving toward the Point-o.pdf,505
10.7506/spkx1002-6630-20210711-115,2022,Advances in the Application of Kluyveromyces lactis as a Microbial Cell Factory.pdf,506
10.1038/s41467-024-50676-4,2024,Weiss et al. - 2024 - Dual activities of an X-family DNA polymerase regulate CRISPR-induced insertional mutagenesis across.pdf,507
10.1126/science.abi6983,2022,Cho et al. - 2022 - OpenCell Endogenous tagging for the cartography of human cellular organization.pdf,508
10.1186/s11658-024-00581-x,2024,"Jia et al. - 2024 - Emerging technology has a brilliant future the CRISPR-Cas system for senescence, inflammation, and.pdf",509
10.1038/d41586-019-03018-0,2019,Cyranoski - 2019 - Russian ‘CRISPR-baby’ scientist has started editing genes in human eggs with goal of altering deaf g.pdf,510
10.1080/21645698.2019.1631115,2019,Hameed et al. - 2020 - Prospects for potato genome editing to engineer resistance against viruses and cold-induced sweeteni.pdf,511
10.1038/nature19802,2016,East-Seletsky et al. - 2016 - Two distinct RNase activities of CRISPR-C2c2 enable guide-RNA processing and RNA detection.pdf,512
10.1128/msphere.00523-24,2024,steiner-et-al-2024-crispr-cas9-based-approaches-for-genetic-analysis-and-epistatic-interaction-studies-in-coxiella.pdf,513
10.3389/fgeed.2023.1230424,2023,Rustgi et al. - 2023 - Editorial Overcoming genome editing challenges in plants new tools and nanotechnologies.pdf,514
10.1016/0167-4781(96)00040-1,1996,1-s2.0-0167478196000401-main.pdf,515
10.1016/j.omtn.2024.102274,2024,Park et al. - 2024 - Synergistic combination of RAD51-SCR7 improves CRISPR-Cas9 genome editing efficiency by preventing R.pdf,516
10.1007/978-1-0716-4213-9_12,2024,978-1-0716-4213-9_12.pdf,517
10.18699/vj19.554,2019,Konstantinov and Petrushin - 2019 - Detection of CRISPR cassettes and cas genes in the Arabidopsis thaliana genome.pdf,518
10.1016/j.omtn.2024.102329,2024,1-s2.0-S2162253124002166-main.pdf,519
10.1093/nar/gkad1236,2024,Kozaeva et al. - 2024 - The pAblo · pCasso self-curing vector toolset for unconstrained cytidine and adenine base-edi.pdf,520
10.1186/s12284-024-00747-3,2024,"Zhang et al. - 2024 - OsPIPK-FAB, A Negative Regulator in Rice Immunity Unveiled by OsMBL1 Inhibition.pdf",521
10.3390/pharmaceutics16081037,2024,Alradwan et al. - 2024 - Emerging Trends and Innovations in the Treatment and Diagnosis of Atherosclerosis and Cardiovascular.pdf,522
10.1016/b978-0-12-821910-2.00031-x,2021,3-s2.0-B978012821910200031X-main.pdf,523
10.5943/cream/11/1/26,2021,CREAM_11_1_26.pdf,524
10.1007/s13337-024-00874-x,2024,s13337-024-00874-x.pdf,525
10.3389/fbioe.2023.1158672,2023,Fang et al. - 2023 - CRISPR-cas technology A key approach for SARS-CoV-2 detection.pdf,526
10.1016/j.trac.2022.116775,2023,1-s2.0-S0165993622002588-main.pdf,527
10.14218/ge.2024.00002,2024,Aslam et al. - 2024 - CRISPR Advancements in Correcting Protein Misfolding Implications for Neurodegenerative Disorders.pdf,528
10.1242/dmm.039982,2019,Kang et al. - 2019 - CRISPRCas9-mediated genome editing in nonhuman primates.pdf,529
10.1124/dmd.118.082842,2018,1-s2.0-S0090955624056198-main.pdf,530
10.1021/acsomega.4c04359,2024,Probing_Electrostatic_Interactions_in_DNA-Bound_CR.pdf,531
10.12659/msm.945933,2024,Parums - 2024 - Editorial Genome Editing Goes Beyond CRISPR with the Emergence of ‘Bridge’ RNA Editing.pdf,532
10.1038/s41580-023-00663-2,2023,s41580-023-00663-2.pdf,533
10.1021/acsomega.2c05583,2022,bhattacharya-satpati-2022-insights-into-the-mechanism-of-crispr-cas9-based-genome-editing-from-molecular-dynamics.pdf,534
10.3390/cells13131093,2024,cells-13-01093-v2.pdf,535
10.1038/nbt.1755,2010,nbt.1755.pdf,536
10.1016/bs.apar.2024.02.003,2024,1-s2.0-S0065308X24000046-main.pdf,537
10.1016/j.bja.2024.11.040,2025,Perez et al. - 2025 - CRISPR fundamental principles and implications for anaesthesia.pdf,538
10.1038/s41375-024-02444-y,2024,Leveraging_CRISPR_gene_editing_technology_to_optim.pdf,539
10.1002/stem.2935,2018,Lomova et al. - 2019 - Improving Gene Editing Outcomes in Human Hematopoietic Stem and Progenitor Cells by Temporal Control.pdf,540
10.1002/cpmb.14,2016,Newman and Ausubel - 2016 - Introduction to Gene Editing and Manipulation Using CRISPRCas9 Technology.pdf,541
10.1038/s41467-018-07901-8,2018,Sanson et al. - 2018 - Optimized libraries for CRISPR-Cas9 genetic screens with multiple modalities.pdf,542
10.1016/b978-0-12-818588-9.00015-2,2021,3-s2.0-B9780128185889000152-main.pdf,543
10.1016/j.jbiotec.2017.11.005,2018,1-s2.0-S0168165617317388-main.pdf,544
10.1002/wrna.1731,2022,WIREs RNA - 2022 - Hu - Controlling CRISPR‐Cas9 by guide RNA engineering.pdf,545
10.26508/lsa.202000940,2021,e202000940.full.pdf,546
10.1056/nejmoa2107454,2021,Gillmore et al. - 2021 - CRISPR-Cas9 In Vivo Gene Editing for Transthyretin Amyloidosis.pdf,547
10.1007/s12013-024-01276-y,2024,s12013-024-01276-y.pdf,548
10.1126/science.aaq0180,2017,Cox et al. - 2017 - RNA editing with CRISPR-Cas13.pdf,549
10.1111/gcb.13548,2016,Global Change Biology - 2016 - Whilde - Precision wildlife medicine  applications of the human‐centred precision medicine.pdf,550
10.1016/j.cell.2014.02.001,2014,Nishimasu et al. - 2014 - Crystal Structure of Cas9 in Complex with Guide RNA and Target DNA.pdf,551
10.1126/sciadv.aax5717,2019,Rees et al. - 2019 - Analysis and minimization of cellular RNA editing by DNA adenine base editors.pdf,552
10.1134/s0006297916100217,2016,S0006297916100217.pdf,553
10.3389/fbioe.2021.623278,2021,Yadavalli et al. - 2021 - CRISPRCas9 Ribonucleoprotein-Based Genome Editing Methodology in the Marine Protozoan Parasite Perk.pdf,554
10.1038/s41467-022-30514-1,2022,Yuan and Gao - 2022 - Multiplex base- and prime-editing with drive-and-process CRISPR arrays.pdf,555
10.3390/cancers13153783,2021,Cervera et al. - 2021 - Therapeutic Potential of EWSR1–FLI1 Inactivation by CRISPRCas9 in Ewing Sarcoma.pdf,556
10.1080/23299460.2023.2167572,2023,"Ruder and Kandlikar - 2023 - Governing gene-edited crops risks, regulations, and responsibilities as perceived by agricultural g.pdf",557
10.3390/biology13060367,2024,Li et al. - 2024 - Genetically Engineered Goats as Efficient Mammary Gland Bioreactors for Production of Recombinant Hu.pdf,558
10.1038/s41467-019-09987-0,2019,Bessen et al. - 2019 - High-resolution specificity profiling and off-target prediction for site-specific DNA recombinases.pdf,559
10.1126/science.adi3183,2023,science.adi3183.pdf,560
10.1038/nature23270,2017,Manguso et al. - 2017 - In vivo CRISPR screening identifies Ptpn2 as a cancer immunotherapy target.pdf,561
10.1093/nar/gkad957,2023,Lawson et al. - 2024 - The Nucleic Acid Knowledgebase a new portal for 3D structural information about nucleic acids.pdf,562
10.1016/j.molmed.2019.06.008,2019,Van Kampen and Van Rooij - 2019 - CRISPR Craze to Transform Cardiac Biology.pdf,563
10.1186/s12934-019-1112-2,2019,Cai et al. - 2019 - CRISPR-mediated genome editing in non-conventional yeasts for biotechnological applications.pdf,564
10.1038/s41467-024-54365-0,2024,Li et al. - 2024 - Discovering CRISPR-Cas system with self-processing pre-crRNA capability by foundation models.pdf,565
10.1038/s41467-024-50767-2,2024,Collins et al. - 2024 - A frugal CRISPR kit for equitable and accessible education in gene editing and synthetic biology.pdf,566
10.1016/j.ssmph.2023.101599,2024,"Currie et al. - 2024 - The international Family Affluence Scale (FAS) Charting 25 years of indicator development, evidence.pdf",567
10.1038/d41586-019-03164-5,2019,Ledford - 2019 - Super-precise new CRISPR tool could tackle a plethora of genetic diseases.pdf,568
10.1016/j.virol.2024.110160,2024,1-s2.0-S0042682224001818-main.pdf,569
10.1016/j.biopha.2020.111007,2021,Zhang et al. - 2021 - CRISPR technology The engine that drives cancer therapy.pdf,570
10.1038/s41587-019-0339-0,2019,s41587-019-0339-0.pdf,571
10.1016/j.drudis.2019.02.011,2019,Liu et al. - 2019 - CRISPRCas9 a powerful tool for identification of new targets for cancer treatment.pdf,572
10.1002/bit.28931,2025,Biotech   Bioengineering - 2025 - Zhao - Application of Multiple Base‐Editing Mediated by Polycistronic.pdf,573
10.1007/s12274-024-6748-5,2024,s12274-024-6748-5.pdf,574
10.1103/physrevlett.105.128102,2010,He and Deem - 2010 - Heterogeneous Diversity of Spacers within CRISPR (Clustered Regularly Interspaced Short Palindromic.pdf,575
10.3389/fnut.2021.751512,2021,Sharma et al. - 2021 - CRISPR-Cas-Led Revolution in Diagnosis and Management of Emerging Plant Viruses New Avenues Toward.pdf,576
10.1016/b978-0-12-815870-8.00013-9,2018,3-s2.0-B9780128158708000139-main.pdf,577
10.24294/ti.v7.i2.2186,2023,Antea et al. - 2023 - Immunotherapy in cancer Where we are and what the future brings.pdf,578
10.1126/science.abb1400,2020,Pausch et al. - 2020 - CRISPR-CasΦ from huge phages is a hypercompact genome editor.pdf,579
10.1007/s10489-022-03871-z,2022,s10489-022-03871-z.pdf,580
10.1016/j.jbspin.2016.09.012,2017,1-s2.0-S1297319X16301671-main.pdf,581
10.1038/s12276-024-01212-3,2024,Kim et al. - 2024 - Recent advances in CRISPR-based functional genomics for the study of disease-associated genetic vari.pdf,582
10.1016/j.cell.2013.04.025,2013,Wang et al. - 2013 - One-Step Generation of Mice Carrying Mutations in Multiple Genes by CRISPRCas-Mediated Genome Engin.pdf,583
10.1016/j.geoforum.2018.07.017,2018,1-s2.0-S0016718518302215-main.pdf,584
10.3390/biomedicines11082168,2023,Zhang et al. - 2023 - Progress and Prospects of Gene Editing in Pluripotent Stem Cells.pdf,585
10.14735/amko20193s13,2019,Zatloukalová et al. - 2019 - CRISPR-Cas9 as a Tool in Cancer Therapy.pdf,586
10.1146/annurev-med-112717-094629,2019,Coller - 2019 - Ethics of Human Genome Editing.pdf,587
10.1016/j.biotechadv.2021.107822,2022,1-s2.0-S0734975021001282-main.pdf,588
10.1038/s41580-023-00697-6,2024,s41580-023-00697-6.pdf,589
10.1038/s41576-018-0059-1,2018,Rees and Liu - 2018 - Base editing precision chemistry on the genome and transcriptome of living cells.pdf,590
10.1021/acs.molpharmaceut.4c00544,2024,Brader et al. - 2024 - Industrial Horizons in Pharmaceutical Science.pdf,591
10.1021/acsptsci.3c00338,2024,Hub et al. - 2024 - Streamlined Generation of CRISPRCas9-Mediated Single-Cell Knockout Clones in Murine Cell Lines.pdf,592
10.1038/s41592-019-0392-0,2019,"Mimitou et al. - 2019 - Multiplexed detection of proteins, transcriptomes, clonotypes and CRISPR perturbations in single cel.pdf",593
10.1038/s41551-024-01296-2,2024,Hołubowicz et al. - 2024 - Safer and efficient base editing and prime editing via ribonucleoproteins delivered through optimize.pdf,594
10.1126/science.1138140,2007,Barrangou et al. - 2007 - CRISPR Provides Acquired Resistance Against Viruses in Prokaryotes.pdf,595
10.1126/science.aba8853,2020,Walton et al. - 2020 - Unconstrained genome targeting with near-PAMless engineered CRISPR-Cas9 variants.pdf,596
10.1016/j.crmeth.2024.100882,2024,Marsiglia et al. - 2024 - Computationally guided high-throughput engineering of an anti-CRISPR protein for precise genome edit.pdf,597
10.1186/s40104-023-00902-8,2023,Gim et al. - 2023 - Generation of double knockout cattle via CRISPR-Cas9 ribonucleoprotein (RNP) electroporation.pdf,598
10.1016/j.omtm.2023.101153,2023,Leal et al. - 2023 - Iron oxide-coupled CRISPR-nCas9-based genome editing assessment in mucopolysaccharidosis IVA mice.pdf,599
10.1017/dsi.2019.19,2019,Plantec et al. - 2019 - Inventions and Scientific Discoveries Impact of Designers’ Collaborations on Creativity. An Analysi.pdf,600
10.1371/journal.pbio.3002416,2023,Piya et al. - 2023 - Systematic and scalable genome-wide essentiality mapping to identify nonessential genes in phages.pdf,601
10.1038/s43586-021-00093-4,2022,nihms-1898606.pdf,602
10.1038/s41598-022-07158-8,2022,Rezazade Bazaz et al. - 2022 - Transposase-CRISPR mediated targeted integration (TransCRISTI) in the human genome.pdf,603
10.3390/ph17121616,2024,Parra et al. - 2024 - Isolation and Characterization of Lytic Bacteriophages Capable of Infecting Diverse Multidrug-Resist.pdf,604
10.3390/foods13152348,2024,Gao et al. - 2024 - Understanding the Factors Driving Consumers’ Willingness to Pay for Gene-Edited Foods in China.pdf,605
10.1186/1745-6150-1-7,2006,Makarova et al. - 2006 - A putative RNA-interference-based immune system in prokaryotes computational analysis of the predic.pdf,606
10.1038/s41597-024-04064-8,2024,Whole_genome_sequencing_of_CRISPRCas9-engineered_N.pdf,607
10.1093/femsre/fux028,2017,fux028.pdf,608
10.3390/genes15070863,2024,Kansal - 2024 - The CRISPR-Cas System and Clinical Applications of CRISPR-Based Gene Editing in Hematology with a Fo.pdf,609
10.1038/s41587-021-01201-1,2022,Erwood et al. - 2022 - Saturation variant interpretation using CRISPR prime editing.pdf,610
10.1016/j.shpsa.2019.09.002,2020,Northcott - 2020 - Big data and prediction Four case studies.pdf,611
10.1186/s13059-021-02304-3,2021,Gao et al. - 2021 - Prime editing in mice reveals the essentiality of a single base in driving tissue-specific gene expr.pdf,612
10.1016/j.smhs.2024.03.009,2024,1-s2.0-S2666337624000374-main.pdf,613
10.1016/j.xinn.2024.100564,2024,Duan et al. - 2024 - An engineered Cas12i nuclease that is an efficient genome editing tool in animals and plants.pdf,614
10.1016/j.biotechadv.2023.108261,2023,1-s2.0-S0734975023001684-main.pdf,615
10.1093/nar/gkv1222,2015,Landrum et al. - 2016 - ClinVar public archive of interpretations of clinically relevant variants.pdf,616
10.21926/obm.genet.2404276,2024,obm.genet.2404276.pdf,617
10.1016/j.cell.2013.08.022,2013,Yang et al. - 2013 - One-Step Generation of Mice Carrying Reporter and Conditional Alleles by CRISPRCas-Mediated Genome.pdf,618
10.1016/j.ajhg.2020.10.015,2020,Meitlis et al. - 2020 - Multiplexed Functional Assessment of Genetic Variants in CARD11.pdf,619
10.1016/j.biosystems.2023.105109,2024,Slijepcevic - 2024 - Principles of cognitive biology and the concept of biocivilisations.pdf,620
10.1186/s13059-024-03189-8,2024,s13059-024-03189-8.pdf,621
10.1021/acs.chemrev.3c00611,2024,shi-et-al-2024-chemically-modified-platforms-for-better-rna-therapeutics.pdf,622
10.15835/nbha50212678,2022,"Jianing et al. - 2022 - CRISPRCas9 applications for improvement of soybeans, current scenarios, and future perspectives.pdf",623
10.1038/s41467-024-50992-9,2024,Johnson et al. - 2024 - Altering traits and fates of wild populations with Mendelian DNA sequence modifying Allele Sails.pdf,624
10.1016/j.crmicr.2024.100285,2024,1-s2.0-S2666517424000683-main.pdf,625
10.1186/s13287-023-03617-9,2024,Luo et al. - 2024 - Genetic correction of induced pluripotent stem cells from a DFNA36 patient results in morphologic an.pdf,626
10.1016/j.xplc.2024.101172,2025,1-s2.0-S2590346224005881-main.pdf,627
10.1038/s41422-024-00952-1,2024,Ren et al. - 2024 - Discovery and structural mechanism of DNA endonucleases guided by RAGATH-18-derived RNAs.pdf,628
10.1007/s00425-022-04054-3,2022,Chincinska et al. - 2023 - Recent advances and challenges in potato improvement using CRISPRCas genome editing.pdf,629
10.1016/b978-0-12-816137-1.00081-7,2020,3-s2.0-B9780128161371000817-main.pdf,630
10.7203/metode.11.15601,2021,"Orzáez - 2021 - De agricultoras a bioingenieras Sembrando genes, cosechando moléculas.pdf",631
10.1016/j.lfs.2022.120409,2022,1-s2.0-S0024320522001096-main.pdf,632
10.1016/j.nantod.2020.101031,2021,Zhou et al. - 2021 - Nanotechnology for virus treatment.pdf,633
10.1007/978-1-0716-3485-1_20,2023,978-1-0716-3485-1_20.pdf,634
10.1016/j.cell.2020.05.037,2020,Arbab et al. - 2020 - Determinants of Base Editing Outcomes from Target Library Analysis and Machine Learning.pdf,635
10.1016/j.tibtech.2023.10.007,2024,1-s2.0-S0167779923002986-main.pdf,636
10.1016/j.xgen.2023.100300,2023,Li et al. - 2023 - CRISPR-based functional genomics screening in human-pluripotent-stem-cell-derived cell types.pdf,637
10.1111/pbi.14530,2024,Liu et al. - 2024 - Past innovations and future possibilities in plant chromosome engineering.pdf,638
10.1063/5.0157193,2023,Vardanyan et al. - 2023 - Dynamics of single-base editing Theoretical analysis.pdf,639
10.3389/fpls.2022.902413,2022,Son and Park - 2022 - Challenges Facing CRISPRCas9-Based Genome Editing in Plants.pdf,640
10.1016/j.cell.2013.12.001,2013,Chen et al. - 2013 - Dynamic Imaging of Genomic Loci in Living Human Cells by an Optimized CRISPRCas System.pdf,641
10.1093/femsre/fuw044,2017,Greber and Bartenschlager - 2017 - Editorial An expanded view of viruses.pdf,642
10.1016/j.addr.2024.115346,2024,Leandro et al. - 2024 - Exploring the potential of cell-derived vesicles for transient delivery of gene editing payloads.pdf,643
10.1073/pnas.1703449114,2017,Otsuki et al. - 2017 - Bioengineered silkworms with butterfly cytotoxin-modified silk glands produce sericin cocoons with a.pdf,644
10.17576/jsm-2018-4712-18,2018,Ku Bahaudin et al. - 2018 - Current Progress in Production of Flavonoids using Systems and Synthetic Biology Platforms.pdf,645
10.1038/s41591-018-0327-9,2019,s41591-018-0327-9.pdf,646
10.1038/nprot.2018.012,2018,Modzelewski et al. - 2018 - Efficient mouse genome engineering by CRISPR-EZ technology.pdf,647
10.1094/mpmi-05-23-0072-sc,2023,Mendoza et al. - 2023 - A Variant of LbCas12a and Elevated Incubation Temperatures Enhance the Rate of Gene Editing in the O.pdf,648
10.1007/s11426-023-1765-0,2023,s11426-023-1765-0.pdf,649
10.1016/j.xgen.2024.100519,2024,McGee et al. - 2024 - Modular vector assembly enables rapid assessment of emerging CRISPR technologies.pdf,650
10.2174/1574888x13666180214124800,2018,0003CSCR.pdf,651
10.1016/j.omtm.2023.07.004,2023,Rok et al. - 2023 - Prevention of early-onset cardiomyopathy in Dmd exon 52–54 deletion mice by CRISPR-Cas9-mediated exo.pdf,652
10.1016/j.molcel.2014.03.011,2014,Barrangou and Marraffini - 2014 - CRISPR-Cas Systems Prokaryotes Upgrade to Adaptive Immunity.pdf,653
10.1016/j.anireprosci.2022.106925,2022,1-s2.0-S0378432022000045-main.pdf,654
10.1007/s11033-024-09969-6,2024,s11033-024-09969-6.pdf,655
10.5152/thoracrespract.2023.23047,2023,TRP_November_2023-49-53.pdf,656
10.3390/ijms252413562,2024,Yamaguchi et al. - 2024 - Immortalization of Mesenchymal Stem Cells for Application in Regenerative Medicine and Their Potenti.pdf,657
10.17159/1727-3781/2021/v24i0a9179,2021,rieette.pdf,658
10.1017/s003118201800001x,2018,Di Cristina and Carruthers - 2018 - New and emerging uses of CRISPRCas9 to genetically manipulate apicomplexan parasites.pdf,659
10.1038/s41467-022-35203-7,2022,Arias et al. - 2022 - The coordination of anti-phage immunity mechanisms in bacterial cells.pdf,660
10.1186/s13059-018-1400-x,2018,Ohtsuka et al. - 2018 - i-GONAD a robust method for in situ germline genome engineering using CRISPR nucleases.pdf,661
10.1016/bs.afnr.2024.09.007,2025,1-s2.0-S1043452624001013-main.pdf,662
10.1016/j.omtn.2023.05.008,2023,Kuntam and Cingaram - 2023 - CRISPR-Cas9 in hiPSCs A new era in personalized treatment for Stargardt disease.pdf,663
10.1017/pls.2018.14,2018,doing-crispr-the-novel-case-of-atlantic-salmon-science-and-industry.pdf,664
10.1038/s41592-024-02338-y,2024,s41592-024-02338-y.pdf,665
10.1016/j.ymgme.2023.107729,2023,1-s2.0-S1096719223003591-main.pdf,666
10.1016/j.indcrop.2023.117795,2024,1-s2.0-S0926669023015601-main.pdf,667
10.1016/j.ddtec.2018.05.001,2018,Xu et al. - 2018 - CRISPRCas9 genome surgery for retinal diseases.pdf,668
10.1038/s41467-024-55522-1,2025,s41467-024-55522-1.pdf,669
10.3103/s0891416818010081,2018,S0891416818010081.pdf,670
10.1038/s41586-024-07486-x,2024,s41586-024-07486-x.pdf,671
10.1080/0194262x.2016.1208135,2016,Reviews of Science for Science Librarians  CRISPR-Cas9 Revolutionizes Gene Editing.pdf,672
10.1016/j.lfs.2024.122855,2024,1-s2.0-S0024320524004454-main.pdf,673
10.1093/nar/gkae604,2024,Xing et al. - 2024 - Conformational dynamics of CasX (Cas12e) in mediating DNA cleavage revealed by single-molecule FRET.pdf,674
10.1016/s0929-693x(23)00221-x,2023,1-s2.0-S0929693X2300221X-main.pdf,675
10.1186/s43556-023-00115-5,2023,Zhou and Yao - 2023 - Recent advances in therapeutic CRISPR-Cas9 genome editing mechanisms and applications.pdf,676
10.1002/jimd.12802,2024,Willimann et al. - 2024 - Therapeutic liver cell transplantation to treat murine PKUs.pdf,677
10.3201/eid0502.990210,1999,Hoe et al. - 1999 - Rapid Molecular Genetic Subtyping of Serotype M1 Group A Streptococcus Strains.pdf,678
10.3390/plants12091764,2023,Eckerstorfer et al. - 2023 - Recommendations for the Assessment of Potential Environmental Effects of Genome-Editing Applications.pdf,679
10.1016/j.pharmthera.2024.108720,2024,1-s2.0-S0163725824001402-main.pdf,680
10.1093/jlb/lsx043,2018,Nordberg et al. - 2018 - Cutting edges and weaving threads in the gene editing (Я)evolution reconciling scientific progress.pdf,681
10.3389/fbioe.2022.851712,2022,Chen et al. - 2022 - Powerful CRISPR-Based Biosensing Techniques and Their Integration With Microfluidic Platforms.pdf,682
10.1186/s40246-017-0116-4,2017,"Capps et al. - 2017 - Falling giants and the rise of gene editing ethics, private interests and the public good.pdf",683
10.1016/b978-0-12-816222-4.00021-6,2020,3-s2.0-B9780128162224000216-main.pdf,684
10.3389/fgeed.2023.1272678,2023,"Bhuyan et al. - 2023 - Progress in gene editing tools, implications and success in plants a review.pdf",685
10.1002/9783527674381.ch5,2017,Drug Selectivity - 2017 - Handler - Personalized Medicine.pdf,686
10.1038/nature24049,2017,Abudayyeh et al. - 2017 - RNA targeting with CRISPR–Cas13.pdf,687
10.1016/j.micpath.2019.103551,2019,1-s2.0-S0882401018315663-main.pdf,688
10.1016/j.tplants.2024.05.004,2024,1-s2.0-S1360138524001225-main.pdf,689
10.1111/1541-4337.70048,2024,Comp Rev Food Sci Food Safe - 2024 - Shen - Controlling strategies of methanol generation in fermented fruit wine  Pathways.pdf,690
10.1111/pbi.13383,2020,"Zhang et al. - 2020 - Genome editing with the CRISPR‐Cas system an art, ethics and global regulatory perspective.pdf",691
10.1016/j.celrep.2024.114225,2024,Yang et al. - 2024 - PAMless SpRY exhibits a preference for the seed region for efficient targeting.pdf,692
10.1016/j.tplants.2016.06.002,2016,1-s2.0-S1360138516300644-main.pdf,693
10.1016/j.sciaf.2024.e02506,2025,"Rizvi et al. - 2025 - Bacteriophage resurrection Innovative impacts in medicine, biotechnology, and environmental solutio.pdf",694
